parse_cycles,queue_cycles
11998,80650
14350,76201
10448,95744
12043,179568
12754,166165
14915,58020
13752,100248
10920,47319
14014,85050
13052,94582
16297,95507
17568,93789
12315,173288
10354,125746
12854,75146
13639,107806
8923,80663
11821,130015
16144,62532
22658,151527
25993,72524
17665,177217
13736,81383
13106,91335
15231,94954
10699,67117
13236,65534
16440,128885
15545,82708
11522,81029
15329,60408
17288,192572
9955,133029
9034,136342
11202,116427
12689,63428
11991,80794
11245,99518
12304,114155
12053,121372
11807,84688
10888,56510
12535,160836
12669,143553
16955,165434
15595,54962
11877,170642
15295,152169
14584,140247
13666,121830
7072,85942
11751,83431
10540,160848
12597,133310
10213,114556
6572,187567
12841,114655
15358,169158
11154,70939
15730,70772
14405,77907
24656,67693
6467,104442
15603,37706
9725,165858
20320,73613
14843,114405
12712,87589
8976,70740
16237,75172
15113,107594
9275,61939
13327,87899
10617,73879
17587,82349
9181,70237
11727,174005
10075,41598
15551,255668
10859,70894
14777,85015
15484,75727
18593,143428
11790,101096
18883,111616
18159,68336
14859,160993
12238,79148
9521,122325
13598,126892
9495,165079
15897,93562
12094,148507
12485,75838
12576,118992
13248,42233
16227,59692
14724,82856
11554,103324
17297,59052
18680,105391
13834,196297
14807,97906
12110,101313
15955,72642
9147,74119
14050,112992
15503,55262
12841,89311
13605,134370
7892,122975
9824,49179
12303,106361
16041,70438
14018,84523
14181,204442
13722,120140
19476,131521
19000,61257
18800,74210
13530,110337
10576,63489
11719,164528
17145,183680
10580,173484
18169,42020
10636,70823
13954,82163
12548,102004
14969,129126
10179,105324
10354,133677
18203,151631
13293,89180
7219,70805
12635,74501
12762,152937
20434,91604
8646,145411
15037,98018
12339,74200
14164,144923
14464,92487
15261,217548
13952,201737
13804,81962
8892,56010
12948,214971
14569,140409
13259,102770
11201,95538
15921,59855
12035,97652
10831,88807
13758,113830
8211,48009
18262,113248
12313,180845
13536,124975
19299,93268
8695,123156
15225,170620
9094,66608
9108,117625
26871,87675
15172,110355
12889,94424
16697,66003
18321,113308
9979,90264
9008,155624
12181,85167
14805,54938
14863,143003
11339,107339
14487,118140
17627,91911
9128,179727
19284,82818
8086,132124
11587,130324
11161,97540
10857,102525
21265,65829
9727,79186
10103,69994
16714,147232
8621,96290
7555,58210
11395,99535
15902,73450
17300,106434
16022,104811
17776,99452
11703,49684
17642,86166
11781,261053
18216,140038
11361,54196
16845,82182
9314,114212
13662,71082
9784,170014
15081,101722
19346,320961
9095,117644
12356,100176
18102,111468
9587,195225
9519,145071
13536,84671
13728,74511
15956,127461
10870,56909
12893,88414
14439,95618
18102,50103
11715,84801
7585,128207
11411,66444
14584,115326
15285,91763
10613,265653
15459,151120
12230,180176
14272,72504
18057,56639
11362,73148
15563,45991
14389,96675
8858,139400
14459,79043
15113,65306
7575,124900
12104,122505
15774,178074
15642,83551
10774,130733
17271,84775
17012,85066
13662,98161
7925,121639
12100,90734
13893,112815
12820,88763
13511,37106
16081,80159
13924,85881
12316,124055
9943,114430
13868,136529
14962,66861
10028,229241
11350,80053
16740,74814
11828,77436
10630,46879
12556,130435
12809,76120
22129,141123
8640,77250
13456,77558
8454,113329
8986,106814
15137,90477
15279,157803
8736,101115
14540,63210
17856,123202
12714,138222
18710,159693
13324,76173
10702,96487
12277,147926
14720,119615
16059,65589
11906,112284
17381,149679
13591,101715
10699,146946
19413,137053
14220,120250
8653,47043
10502,89877
19196,84077
11837,111801
10349,177905
10008,81124
20786,141843
14520,79310
13547,74437
14455,138256
15987,135391
9626,62848
16163,74907
14812,145375
13269,84644
15516,173391
13370,111118
11405,108971
10316,97832
10493,116212
14271,81261
14437,212796
20002,76829
18844,128136
12960,71299
16847,103536
9971,110295
15496,63870
10251,52300
12212,53764
13783,54608
10311,85731
16186,89579
10522,99242
16139,38750
12504,70761
18923,63742
14753,74758
10438,94943
10369,139678
10976,155709
10393,122001
10528,57638
13898,70077
6948,90003
11433,41800
17692,70944
8082,26890
9168,84836
16134,114716
11099,98339
13747,36118
9409,84267
10493,153443
16450,88568
12078,171401
10975,82364
13757,132882
10496,56879
10738,98499
11739,103003
14121,72085
6077,40549
11447,68702
11206,84445
15681,102960
11553,86196
11605,181288
12525,150427
12607,85665
12436,133761
17592,120933
12721,101656
13407,159178
12405,146432
15007,73909
13560,77249
13000,97779
10196,79558
9080,59643
11437,91820
9157,120343
14712,67012
10444,141003
10205,91321
14169,148024
12182,104863
12630,84888
12915,305322
15411,146634
17896,117817
15402,94081
10767,78398
9527,142379
10978,48554
10227,105731
17644,43285
17133,57839
20479,130888
13015,87931
10142,84404
11331,176429
17241,51643
19332,161907
10665,134529
10151,71211
8626,55723
10189,55178
15507,79155
17342,74474
10090,125435
9695,74767
12384,124273
9309,55160
11509,71084
21136,94636
11301,78076
9754,185953
11818,122597
14298,118345
12353,50472
17134,99335
16878,105569
16469,100479
8576,112863
17734,99974
14055,88326
7802,170793
9906,177436
15243,93466
14081,93164
15293,199438
15798,115674
10378,81283
16792,266208
13786,67573
8946,91639
13669,39658
13347,91433
15077,110954
16700,59075
9034,247656
11179,109782
18839,74997
20162,53331
14171,106881
13087,199912
13269,112121
9568,79265
9055,66131
11986,92190
10453,50485
16513,141388
17785,69569
9549,167627
16808,76227
9457,152100
8834,82831
14200,129635
8527,128203
8723,161981
14421,100782
15205,80007
12761,47689
9915,88448
9727,150591
12055,144776
11698,105951
9271,116997
15204,73009
14623,148209
10881,87495
16729,142710
10751,73413
5892,71977
12996,95818
9718,56162
8631,66371
15940,144359
12576,221149
13269,186383
13387,95541
14466,106788
12842,174179
10226,62919
8388,39257
8280,113707
10969,108582
10619,138649
12478,116705
11726,116429
7859,84917
11874,173501
13461,47112
9567,85526
17468,29576
11897,213636
11997,95369
13396,68039
17755,54850
16220,106393
14820,157121
18097,116400
9396,113126
8505,142420
10892,78695
8006,69451
16447,70805
14640,160557
14335,45735
11541,70487
10027,71397
13132,68227
19534,125082
11657,145817
12772,131375
12293,73405
15259,138308
10190,59732
16015,54180
10613,78597
13136,95789
18041,87438
9400,59628
11709,76467
18259,82073
12070,77034
15499,94012
8536,90290
12923,135209
11729,148826
13017,66919
23896,130958
13584,164444
11244,163864
12333,38257
11393,36470
11475,68186
12106,259410
11537,91220
10770,246459
12772,82052
14410,93651
11985,112186
14257,62308
10020,74727
11237,89603
11459,95684
10646,127041
14933,45680
8413,51024
9099,126190
14353,130736
8780,58509
12120,79039
15523,206621
22482,236210
13452,84564
18958,62975
10515,176468
22567,95560
7526,82924
12088,119758
10120,62013
6596,31788
12000,63591
13567,80996
15089,114083
12076,73560
15710,123781
6962,97104
14989,335661
14425,65719
16334,139362
11504,277019
12825,71501
10929,111373
8042,204804
13232,212575
32138,80718
12918,63969
12817,67511
13896,96273
14236,72257
10639,118836
12614,68906
26752,90176
17440,57998
11882,125990
18754,131592
14130,82909
14473,138587
9068,66501
18213,185558
17243,101528
14267,75986
10639,123641
10144,174580
8586,89302
12982,76564
7476,62197
7327,216139
9943,244513
15258,75834
13522,118486
10551,60868
13241,85503
14992,38736
22899,51004
17170,80489
11276,127652
18013,120764
11393,64303
10063,49879
10603,135780
19634,148245
14408,135390
13569,54899
18730,55334
23780,61642
9214,134600
16711,85491
13070,107563
10866,75286
18274,144812
16006,64366
16332,80372
14348,155546
14455,68432
10555,169379
11020,193555
13868,187196
9635,60910
13395,66323
18582,52327
15050,191660
19099,98185
11193,105266
17445,97129
11948,97252
9780,56260
13934,65366
13192,135494
10324,126099
16130,84869
19101,103701
16485,95499
13958,133986
7400,39797
17389,106340
10896,49757
13391,55050
10466,158054
15176,128056
25318,63489
11856,98194
17647,140169
9902,99791
8871,115369
16146,101175
19708,141743
15181,69648
8833,146543
17288,128002
11045,37769
12574,92932
13033,65371
15249,81526
6842,56488
13327,108158
14414,170002
21172,80882
18471,159823
14811,138323
8243,91832
14171,86803
14681,110386
13800,77473
10854,199524
8803,167474
12517,108439
8697,108914
11278,62670
14294,57428
9200,103337
11585,160966
17797,100037
24209,95526
13809,141701
15494,79779
13048,118872
11777,77799
11473,92484
16269,49209
14747,56003
10766,93729
8747,129937
14172,110860
14850,76684
10906,271954
10792,106619
11924,159249
10740,74886
10556,114575
4936,88123
15224,65002
15916,80685
13492,76180
13632,130435
15546,92345
10756,62255
8307,129639
14018,153520
12993,65059
18596,87371
10487,72472
11066,91771
8785,136620
16553,107398
16051,121274
15345,69845
17162,151347
15600,115827
12621,48133
14167,110731
12939,75354
11901,126466
14475,130172
13424,77644
9599,111071
10884,168800
17711,51784
20207,49688
20580,59899
16316,144553
16916,105889
10475,57390
11911,151346
10278,85974
15197,68807
19155,88763
11289,199113
10080,78238
15736,133387
9178,72727
7039,200813
7649,87351
7978,121552
9387,170007
13847,238681
13239,139568
12376,74132
11953,64313
11246,163195
12668,83273
16070,108047
14744,82842
14501,78446
21279,128925
16856,131640
16908,145892
22761,44139
10271,124579
16442,100639
11324,102513
10809,163933
14740,62704
8486,83753
16036,111289
10397,107078
15833,87579
15703,105543
11417,69601
16686,127025
11868,69336
16276,54447
14042,94161
9560,108342
15309,128247
19077,128498
16700,125451
9144,77912
18316,132891
7080,42592
11553,81871
8111,74834
13910,79694
12187,79253
11652,59530
10320,133922
8207,166055
11295,148510
11149,50234
17672,68353
9823,112915
10630,66726
13783,37050
10936,119863
13020,115166
13563,62247
13870,142335
18811,97554
11273,108341
11255,118974
17937,191243
11563,55604
7782,164412
10383,52574
18808,78552
16950,39834
13398,73458
12895,179419
11250,50585
9438,98285
10883,80502
11763,74515
9515,85125
11523,107440
11482,93715
14332,107160
12078,88187
10659,140440
9026,51314
11715,108992
13212,114902
16840,111539
11834,245143
17173,104109
14300,90056
15384,48703
6770,91812
21347,149045
13459,101991
8062,182692
15118,62766
9409,54815
14149,95188
9110,48417
13071,124030
15490,66489
8602,77473
15429,101419
18123,79122
17086,81244
10382,121716
15647,91919
16636,90806
10320,84338
12181,160110
12097,124765
15957,140547
10856,151529
12319,85816
13210,132620
16529,87694
13059,58908
12068,88183
12342,117886
13777,112996
16886,88183
17968,163936
11900,87806
12415,29907
10985,105091
12171,66814
8876,90874
13147,94707
12862,173459
15328,62127
22658,98690
10398,176223
12293,70472
13967,61462
13216,114074
17967,110742
23346,275940
10486,125617
9575,156306
10938,261656
13104,119915
9447,42332
17818,129033
11769,128581
9116,87319
14109,109115
19226,127987
9244,131385
12260,121280
12820,69257
12391,192464
19907,133678
11699,120291
11929,40430
13633,143048
14310,130235
10863,128206
20019,91934
15394,227742
16747,157696
14062,111046
9802,261502
11398,59712
12711,120466
9613,97119
9761,189777
15014,110245
13946,77337
15759,86189
11883,95036
14545,87210
16938,74206
14525,95772
10549,113537
12499,120160
16577,57266
13381,41013
16169,100448
9031,90953
26383,81070
18523,74883
14062,106440
10436,57554
13446,57070
13144,60688
12311,122917
9506,97866
15827,52053
15228,156080
7161,90145
11134,94839
18467,92405
17682,93682
10943,195731
14121,111578
9679,95012
17081,37245
8772,89605
9024,91873
12747,210435
14508,82197
13705,103240
9637,149072
13090,47720
10075,94995
15685,111471
7966,62215
12070,85090
17276,135834
14998,100725
9231,84756
14851,156675
10894,106898
11849,134203
15184,46577
11344,91332
8189,53242
16503,99056
6389,125604
7791,119480
16517,76233
16955,170684
9533,46969
12451,137865
12174,98845
16738,105629
11061,81662
10276,103596
13602,92996
11289,54524
10140,82738
13797,91114
8318,83239
13143,60814
17816,95914
14026,88055
9248,78183
14921,65287
14397,89615
20656,56528
19293,91980
10267,229194
18647,132922
12378,90220
12896,101722
17435,130367
13938,154660
17727,50562
11859,110190
20131,131216
7949,106042
7344,78171
13398,85538
12852,100171
13210,85325
11333,121163
13813,82845
15756,115702
13416,95402
14994,225847
16792,106073
6864,95761
10964,143816
14003,153756
13156,92741
8062,173564
9981,73451
12369,69554
10647,85399
13843,67627
11720,115771
10253,108999
14274,80546
12376,85285
12864,44141
15973,98945
13313,123967
7242,133337
9854,83954
9943,110561
14556,151865
11434,71990
14477,147855
12430,115123
16306,64900
12971,56984
18310,127923
11348,125559
16493,104125
12138,60895
12054,71603
20588,98063
10845,48527
12193,84099
12188,148539
11680,77099
17263,237579
13597,54470
13330,77275
11268,57148
11205,108566
15326,199437
6793,74311
9418,76675
8330,103516
10946,146736
12055,65678
25773,93962
14410,122472
12371,119168
18308,63296
14332,71970
14103,132769
20612,54551
8087,82381
15315,83643
12256,143241
13713,101561
7570,92889
14794,240140
10907,117460
12445,93357
9726,87438
7170,66170
11225,97411
9608,75905
16461,98713
9459,110278
18012,110525
10680,160754
10095,160579
13259,60612
9410,55040
11611,67014
14055,101155
11880,117079
10502,150802
8417,128432
9103,75857
8105,112279
9014,68993
18354,74422
12933,140091
14254,92649
18206,83872
9486,167937
20600,44477
18491,141994
17400,149643
13955,71043
11477,37603
14786,78690
13492,166390
12916,122366
11354,83275
10938,78646
11736,61810
15081,87545
10323,66191
11174,135757
15862,189895
19120,147192
16341,178327
17163,86034
12176,77940
11121,118282
13614,81730
13293,111352
10785,89252
11368,73600
12368,126137
19903,67370
19027,143929
7942,60880
12745,78642
21433,78323
11293,87031
8430,90997
10322,61014
17124,109974
14724,85812
13573,88096
16502,55829
17079,106144
12001,105809
11360,187258
10001,76168
15425,80705
20330,118193
13590,74344
13135,72604
21485,139708
7670,68866
17739,78785
11405,164660
17211,150580
16070,126367
11754,109357
10219,205443
9684,53406
12560,89406
11579,113789
14547,155527
9442,76200
9998,261009
10991,51181
8395,70558
16412,72831
13516,98925
14786,150500
12164,45590
11512,84634
18157,159495
12917,107426
15763,172018
16588,67908
12306,53596
9041,68277
11710,87761
10521,101268
11196,53493
11054,89163
10931,131080
13263,89357
15515,77553
11447,43392
12048,67479
16266,73343
14540,66866
12914,72561
15403,232457
11368,131844
11167,90828
12370,104649
12538,127041
9359,75430
12983,53851
8636,107405
7775,146388
12110,120032
14681,76056
14969,62269
17460,90592
19641,80553
18209,106794
17075,84160
25643,71890
11520,77656
14275,58684
13353,113964
16751,140718
15593,104415
15953,88105
12688,72623
14065,48601
14346,157058
10741,106437
11496,65436
9160,100595
16637,125289
12308,73736
10799,138483
11996,41912
11511,62228
13410,100284
12476,173971
15578,124838
13483,95161
9596,65975
12516,58968
15031,87627
14293,85824
19770,106251
5473,76734
7643,187372
15608,50848
11681,62072
13202,186350
11529,111150
11353,80603
14530,83936
16351,64350
13221,85197
18743,107096
11598,179204
7099,112221
12585,121078
10781,142477
16929,83836
9242,66841
15356,102192
10728,255784
13751,86548
8792,87047
17139,102781
13807,80866
23822,79689
15355,53189
17630,72675
8042,120996
13113,81126
9148,103301
10450,55422
24218,62678
9116,141702
9182,99151
12925,108352
14427,129880
13331,101928
15973,58776
17441,94221
13810,90799
13977,234915
15175,128591
12456,110683
9516,193562
9754,89596
10770,150080
14406,128045
10643,64880
12597,86583
13351,88803
8351,86534
11702,175724
13119,91841
15694,84194
15758,91597
10803,79381
22295,58754
12799,150386
19297,129824
15426,59400
9539,121345
12947,58953
16991,73859
9040,176260
10981,60445
15071,110828
15849,64677
14098,56277
13498,141724
28938,114929
14150,42791
14824,90879
18824,42814
13697,102891
14112,47826
10098,65514
13036,114042
6603,166688
13974,87927
13401,96789
11879,106213
10155,124395
14503,57580
11807,145505
13198,71938
11786,114134
10018,103839
13814,72985
15874,57332
11618,111932
10379,80965
12420,31675
9116,153860
8290,78137
14823,78756
17251,169559
13777,30826
12329,73614
16009,85466
18489,32151
12228,96292
14405,98201
16177,89478
10463,148355
19970,138810
9841,77501
10281,104326
8744,121262
18392,48293
10519,159290
13582,109866
7753,140520
12005,87896
15441,152677
11741,116686
11824,110402
8154,75922
7082,65435
10118,93630
12881,105121
10160,148642
15454,50522
11646,87829
12128,82320
14348,133458
13236,157841
12043,53169
14919,131172
13136,175732
11434,161228
13321,87965
16777,62450
10642,77678
8867,107495
12841,86347
7816,43565
15137,201428
13868,63234
12697,131875
15094,158701
13917,103038
9423,83693
8181,63303
22291,106496
9453,115942
17645,74546
10309,138093
15792,83604
9655,158405
13331,90381
8893,109847
19839,113009
14114,54499
15859,51193
11638,72167
12757,67884
24405,88412
10764,42776
10691,94890
12664,90941
11239,66221
11537,157012
25341,151587
15917,52901
16856,167435
16235,96408
13307,69208
18895,167917
9869,167237
6621,104461
12491,146519
20746,54485
15522,142012
11259,88868
8613,100652
11794,194564
7218,122799
16212,114775
15823,45778
12398,74019
15997,237278
13948,82690
14182,81964
12420,112124
13124,96286
10422,109339
19731,79208
22409,138361
16333,138157
14415,46871
15652,111253
13669,140434
15349,170365
13603,87644
13395,104007
11940,112846
15365,92268
18144,63169
12354,55768
15142,94445
11052,108797
10105,175001
13809,101226
16096,67555
17984,73485
11379,69552
10361,94353
11072,83631
15593,79124
12533,181660
13003,57293
12889,106443
13800,94083
11325,88402
18173,87908
14112,64309
5475,107857
7570,185126
16645,84439
13586,77654
14555,98645
10221,85641
12275,85193
11607,276751
13711,79316
8784,109090
9334,215949
10473,154281
15447,140384
10448,88450
15053,146741
16556,104474
7838,56613
15037,84227
18232,128177
14568,73949
14723,53484
23736,134632
8561,86692
14102,63187
8942,122459
20112,108710
13357,56409
16032,105317
14005,113948
10197,50675
15147,83224
13675,71099
9009,68294
19631,62825
8692,70498
18698,109014
8684,91312
10016,119034
9242,87849
12199,192493
17318,44620
17861,189747
10696,200569
16775,112125
17069,102274
11310,91353
9211,71556
12796,108693
14753,92077
12281,143201
15373,81622
14718,140715
13767,98432
9080,104951
17344,98839
14986,61661
12656,72148
14251,82688
15554,76278
15345,74295
10185,122965
9479,110817
9035,76761
15410,138820
9487,94600
11844,115658
16992,89608
15169,135055
14472,224145
11732,89086
10942,138433
16340,92238
10363,150971
16107,163955
16537,97165
11654,77621
13008,142113
13142,67669
15883,126869
15533,98301
9349,85020
11614,106696
10733,67054
12025,89255
13108,117440
11372,124662
8534,94169
16020,113070
9162,155441
14017,90529
16414,130581
14720,96367
15583,65339
10965,100607
17405,120124
11679,92274
13356,100259
8016,37281
11650,59114
13715,164715
28307,90154
12774,142286
11088,117225
14119,125158
11689,71794
24495,52174
12523,131075
11748,152174
14921,102956
12641,154395
15797,168718
15696,115195
14221,55130
11616,105492
15663,121337
15511,120618
13015,99635
9747,179257
12263,245743
14052,129296
16570,34417
15780,160977
9863,91494
15115,95844
10745,196763
11223,192105
8197,41945
10344,83746
11603,99242
10185,99293
11794,76476
13803,82227
20484,101897
14079,92851
12027,49670
16841,60292
11029,71495
15921,82702
17430,93379
16396,142739
12921,79119
16450,145369
13456,154169
13503,119858
11380,88456
9394,212384
15180,60702
9927,54138
17190,89905
11551,96475
12336,130851
12025,39637
14971,118207
12324,39438
8915,95074
11848,88585
12490,229838
17352,109812
10265,112702
11586,98033
14972,71821
9472,109138
24227,54512
12295,100937
15705,65144
22412,80914
13657,75470
16351,77047
19033,65552
19664,72260
9604,59694
15098,123052
13079,181500
12123,106606
9946,107775
8619,59509
12286,80819
8450,125174
13353,71329
13912,66924
9365,181941
10309,54714
14929,110150
10522,111832
11854,130529
12131,115007
15949,192513
11334,85405
9164,86919
12101,73129
10372,39669
16418,60691
17205,90545
11633,94727
20976,103441
19945,62744
11304,84546
10674,106992
11776,70190
13867,126762
13078,89606
10215,123419
7447,31110
10740,135310
14983,140928
16036,107821
10789,181474
12875,102634
9663,74005
14268,113888
12706,81095
13522,86134
11660,175464
11209,58244
26521,58908
17761,45676
11408,69834
18964,68419
10240,208866
12959,151390
12738,111884
12811,120287
18764,124083
14272,149707
8220,105730
18575,124412
11812,100816
11103,39686
9956,96584
10179,111377
11582,60984
8980,112452
15825,113145
11882,104873
22232,51303
14773,65127
11766,47301
12194,70135
11864,62619
9063,63790
9880,161337
9078,93429
11357,96766
8975,150451
14382,100792
17194,159614
12709,59541
11157,53075
15683,157842
11379,156143
12267,142221
12089,178998
9343,115474
7234,99208
10279,110008
13319,98928
11635,139059
10749,84131
9201,163421
13475,28522
13868,51471
9062,79725
11685,90554
9721,138432
18661,160605
16599,131368
12370,149015
13745,112274
12707,114246
11377,130954
15068,113264
10732,108741
10718,99142
12728,87619
12465,174678
15492,108068
14976,97370
11212,72302
14383,82792
12260,212657
8955,88132
14765,124459
12743,90270
13311,102695
9325,131685
11166,152911
14013,71520
13091,143242
11979,149182
15310,67852
20778,132737
11043,62241
8264,128963
14562,139944
10962,80977
15073,88875
11837,71426
13558,107339
14151,38726
20663,87005
8138,60303
18998,142518
10816,153585
18007,78082
12782,115538
12212,44494
15194,69679
7383,165239
9973,99058
14912,113707
12526,77389
9337,70764
10187,128539
14064,79756
11707,62268
11480,97838
14624,42029
12891,88554
8555,65091
9243,76137
19308,112608
15064,107726
17668,69755
11292,263807
11473,115478
15841,190096
22050,120608
14021,94933
10167,87286
10505,161286
11488,38120
14742,79530
14368,58682
20241,78533
16756,69566
14400,84841
14479,120838
17276,102105
7760,46704
11480,97532
12130,83569
8071,58421
12802,76398
12453,83337
15954,154373
10314,87663
10293,86733
10427,70816
11267,72152
5398,91137
13363,117767
13082,69908
12041,71476
12109,140742
12866,90872
10065,90892
10784,125394
9086,148499
15213,70474
11029,107348
10765,56711
9010,121602
18305,94278
13206,235933
14687,34869
16032,62427
8512,132319
15836,125550
14625,59638
11746,109659
13281,74190
13906,158374
15392,74412
12253,83008
10644,95634
15265,109393
20417,66576
16154,117286
15214,76993
19935,60643
14925,70195
9489,113677
11978,109824
12503,86757
5870,130848
11604,64022
6671,126621
14971,99736
13486,228990
15474,85667
10137,91913
11197,51501
11099,162643
9874,165862
29266,77057
11204,84125
16244,131215
10910,99240
10570,102849
17219,156845
11074,202308
12232,85757
11405,191084
12924,132142
7962,70634
16640,94755
12674,114754
13123,49675
11999,103055
13344,102389
14767,40738
9567,90911
26941,91531
10141,118029
11803,97884
10898,62187
12888,126128
13177,135362
11653,143063
12328,63815
10346,140688
12434,60391
12612,96105
9253,91830
13524,136465
14403,230565
19845,175920
6753,164548
10750,85967
6944,37855
12974,84474
9390,134443
12363,28257
10255,119523
12870,79094
15577,129881
16134,70095
12264,71973
18884,49040
6900,114263
12127,95517
16707,111917
14150,149967
12760,54487
7730,45588
10854,193952
13420,84967
13174,86610
10559,90328
12870,43747
16574,79839
13971,59076
13444,101108
11142,76630
15439,74970
10730,81178
10526,211246
10486,147423
13302,121836
16770,94299
13043,95280
10202,94085
10703,37691
8831,97279
18831,65696
14663,64641
11080,141927
8256,74998
13114,138472
15877,73333
13573,58064
17307,79939
14977,177140
18577,86863
11082,106724
11347,96493
9144,108752
10890,94506
16413,69794
17191,163537
15814,141734
10437,60580
12650,127151
15026,164111
6817,61166
10219,136648
15358,84234
9382,99609
7717,53380
16059,78171
9871,75162
9114,71486
13268,103928
10656,109807
13176,134516
14456,171318
19344,63417
11397,79129
12701,154233
8764,73906
12754,71730
15420,87182
15464,98541
13070,118325
10992,105297
13439,113671
10209,85401
15684,152883
19869,59986
13184,132389
12306,153650
21155,85777
9826,175638
14401,106523
17134,107070
14163,59757
12044,90383
15277,75545
15777,56053
18900,90563
14732,70534
12017,63626
9268,55955
8072,73578
10768,150153
9672,84505
12904,142275
18959,38505
16398,43384
15653,68407
15386,49040
8867,64163
9433,97105
12387,66279
10088,108737
17172,50792
12387,103740
12383,62330
10620,132603
16033,116489
12138,61415
10045,122959
12007,97279
13225,86328
18517,126978
18449,105933
18931,257215
15301,74528
8780,90780
9603,179600
15487,60379
14646,78851
11921,92304
16578,127896
12101,60163
19030,66035
17087,100455
13201,126480
9025,87140
11938,151386
19810,64666
9709,180930
19700,78493
18125,85726
9411,96921
9003,239728
13157,144829
11175,76535
14428,72187
13283,131766
10756,156080
11235,89794
10873,101136
10855,69648
15849,76023
11955,55200
10889,71400
12415,93205
13932,169410
11704,103229
13685,87285
16648,81339
18034,71090
16511,43476
9420,256695
13684,88997
20570,80170
14733,150850
11058,256728
10360,109344
13102,88162
12345,142983
16132,120991
11776,129076
14853,49937
16988,112060
6578,68418
8659,130742
9333,93269
11127,43071
7273,86169
7462,95484
17957,193945
12129,97677
8957,60808
11311,134492
9427,119387
12095,99835
16890,89858
10343,83159
15428,49871
17716,108367
15384,117848
18207,97733
14220,65117
16471,60737
13117,256148
11563,86030
10659,75064
18190,77462
15255,73514
9225,84322
12132,205218
11156,61810
11180,185418
10676,100253
13958,205544
10589,109079
13255,123880
13019,114661
9172,79689
14565,37361
16489,147067
6449,138612
18200,91100
22221,73255
12726,120377
10210,99026
21048,227565
24459,93208
9946,142506
12132,92560
10280,92802
12968,111282
12110,84679
12833,108668
13809,75005
17576,92020
12863,61983
14579,152413
8581,114176
12338,59840
19808,71156
13427,62129
19794,99207
11624,52494
16538,118240
15120,70162
16763,107620
14836,56638
16971,200365
12815,94056
13614,97429
11293,101033
16234,99378
13988,156441
15828,164114
12593,143842
9517,75562
15248,90810
10696,309178
16814,95736
12711,85195
12001,131655
11068,111673
14000,103943
15334,143915
14622,194965
12559,53785
9885,161109
13775,44518
20282,78973
12364,107949
15748,104802
13713,125914
12758,67443
17950,93417
18521,113411
12825,251610
14612,58280
17073,74886
16964,76862
15472,96866
13831,156657
14631,106443
13387,81137
16632,123208
8676,50914
13586,41658
20133,87886
10495,71112
13143,102807
8903,161207
15192,88190
9267,86575
7098,81496
8920,52356
14125,204961
16662,98096
7230,106490
13297,228412
10822,94985
11041,145953
13301,142067
16761,61344
10793,95668
14480,162435
15770,228423
9640,126616
10432,56292
12486,135304
12463,89763
17105,54324
11044,85631
9531,89371
9041,106246
10403,69758
12809,109914
15016,204630
14665,109507
14662,69059
9680,111712
11806,237605
13346,86365
13675,58318
15112,49054
21967,163171
15489,108032
16552,52862
7068,79691
17848,154192
17315,66930
10158,88859
16071,134155
8030,162033
22859,62688
11399,77335
15344,183639
12882,190318
14575,139552
10857,58866
10499,70027
18824,54228
12563,194457
12221,88283
13408,111247
8790,75084
6140,87389
11303,137997
13781,98289
8628,105154
10475,81516
9415,126218
13970,107278
10810,119815
15578,87722
20055,146995
13883,71172
12858,140890
13685,73232
10376,48720
10154,169601
14724,98862
11617,116155
17919,75745
9173,93725
16883,102552
11535,126956
17873,53627
9857,63785
10239,131211
12771,71080
9793,57099
15287,85401
11186,40939
13590,90901
17518,92803
14963,48264
9155,68252
11223,62570
13400,148714
13449,181368
15627,49597
10734,113285
18000,219038
10828,81929
14350,129564
13101,80082
11602,93296
7583,223424
12145,152685
22939,152350
8870,124874
12129,126953
10207,65937
19500,128042
16087,116577
13428,137401
11986,77045
12420,63439
12625,58345
13871,109831
12312,91912
8861,122307
17043,99303
16625,100272
12102,79548
10825,111664
10829,95644
10397,97679
15023,75836
11409,43936
11902,49904
10999,115726
11088,114932
10570,79048
12147,54779
20780,76404
23225,167665
8622,89852
13650,82906
13544,101348
11827,79207
11234,74100
12388,78957
7986,56580
13073,60990
10120,134896
8007,160880
12139,114999
20587,130036
11975,70589
9565,101813
12964,110109
15940,99607
15237,100014
11883,119314
12412,42820
15080,136422
11654,70181
18987,92441
12304,97474
11220,144459
10233,127516
15851,79812
9372,131409
7352,87211
15431,66767
9434,73725
11975,101934
12865,136431
11407,107415
19403,47862
15954,124334
7272,122633
10457,161914
9555,91426
14175,100008
9299,110216
11787,64895
11319,136751
14272,100891
9041,156847
10454,52896
14233,214684
17821,164233
13410,71954
17443,93262
17089,41109
9638,103641
8974,52485
12547,132653
15871,75962
10204,113075
14982,40827
12361,103121
18904,126433
10331,81825
10689,100539
21434,113033
11853,92828
11435,106790
14581,110864
12668,65468
13515,114509
10536,76803
20389,62177
14302,102879
12345,89831
13248,128992
13998,97390
11218,41790
14695,72827
11805,86542
9625,95774
16527,96584
12509,121802
11360,126716
9195,172557
10913,55163
10721,49013
13649,107806
7722,210026
7943,195269
17517,90802
9594,50581
22253,144117
10331,119171
13818,59437
9801,88266
12175,50526
10327,133820
